ID,PATH,NAME,PARENT_ID
527,沪教版-初中->七年级上->第十一章 图形的运动->第2节 图形的旋转->11.3 旋转对称图形与中心对称图形,11.3 旋转对称图形与中心对称图形,525
528,沪教版-初中->七年级上->第十一章 图形的运动->第2节 图形的旋转->11.4 中心对称,11.4 中心对称,525
529,沪教版-初中->七年级上->第十一章 图形的运动->第3节 图形的翻折,第3节 图形的翻折,522
530,沪教版-初中->七年级上->第十一章 图形的运动->第3节 图形的翻折->11.6 轴对称,11.6 轴对称,529
531,沪教版-初中->七年级下,七年级下,403
532,沪教版-初中->七年级下->第十二章 实数,第十二章 实数,531
533,沪教版-初中->七年级下->第十二章 实数->第1节 实数的概念,第1节 实数的概念,532
534,沪教版-初中->七年级下->第十二章 实数->第1节 实数的概念->12.1 实数的概念,12.1 实数的概念,533
535,沪教版-初中->七年级下->第十二章 实数->第2节 数的开方,第2节 数的开方,532
536,沪教版-初中->七年级下->第十二章 实数->第2节 数的开方->12.2 平方根和开平方,12.2 平方根和开平方,535
537,沪教版-初中->七年级下->第十二章 实数->第2节 数的开方->12.3 立方根和开立方,12.3 立方根和开立方,535
538,沪教版-初中->七年级下->第十二章 实数->第2节 数的开方->12.4 n次方根,12.4 n次方根,535
539,沪教版-初中->七年级下->第十二章 实数->第3节 实数的运算,第3节 实数的运算,532
540,沪教版-初中->七年级下->第十二章 实数->第3节 实数的运算->12.5 用数轴上的点表示实数,12.5 用数轴上的点表示实数,539
541,沪教版-初中->七年级下->第十二章 实数->第3节 实数的运算->12.6 实数的运算,12.6 实数的运算,539
542,沪教版-初中->七年级下->第十二章 实数->第4节 分数指数幂,第4节 分数指数幂,532
543,沪教版-初中->七年级下->第十二章 实数->第4节 分数指数幂->12.7 分数指数幂,12.7 分数指数幂,542
544,沪教版-初中->七年级下->第十三章 相交线 平行线,第十三章 相交线 平行线,531
545,沪教版-初中->七年级下->第十三章 相交线 平行线->第1节 相交线,第1节 相交线,544
546,沪教版-初中->七年级下->第十三章 相交线 平行线->第1节 相交线->13.1 邻补角 对顶角,13.1 邻补角 对顶角,545
547,沪教版-初中->七年级下->第十三章 相交线 平行线->第1节 相交线->13.2 垂线,13.2 垂线,545
548,沪教版-初中->七年级下->第十三章 相交线 平行线->第1节 相交线->13.3 同位角 内错角 同旁内角,13.3 同位角 内错角 同旁内角,545
549,沪教版-初中->七年级下->第十三章 相交线 平行线->第2节 平行线,第2节 平行线,544
550,沪教版-初中->七年级下->第十三章 相交线 平行线->第2节 平行线->13.4 平行线的判定,13.4 平行线的判定,549
551,沪教版-初中->七年级下->第十三章 相交线 平行线->第2节 平行线->13.5 平行线的性质,13.5 平行线的性质,549
552,沪教版-初中->七年级下->第十四章 三角形,第十四章 三角形,531
553,沪教版-初中->七年级下->第十四章 三角形->第1节 三角形的有关概念及性质,第1节 三角形的有关概念及性质,552
554,沪教版-初中->七年级下->第十四章 三角形->第1节 三角形的有关概念及性质->14.1 三角形的有关概念,14.1 三角形的有关概念,553
555,沪教版-初中->七年级下->第十四章 三角形->第1节 三角形的有关概念及性质->14.2 三角形的内角和,14.2 三角形的内角和,553
556,沪教版-初中->七年级下->第十四章 三角形->第2节 全等三角形,第2节 全等三角形,552
557,沪教版-初中->七年级下->第十四章 三角形->第2节 全等三角形->14.3 全等三角形的概念与性质,14.3 全等三角形的概念与性质,556
558,沪教版-初中->七年级下->第十四章 三角形->第2节 全等三角形->14.4 全等三角形的判断,14.4 全等三角形的判断,556
559,沪教版-初中->七年级下->第十四章 三角形->第3节 等腰三角形,第3节 等腰三角形,552
560,沪教版-初中->七年级下->第十四章 三角形->第3节 等腰三角形->14.5 等腰三角形的性质,14.5 等腰三角形的性质,559
561,沪教版-初中->七年级下->第十四章 三角形->第3节 等腰三角形->14.6 等腰三角形的判定,14.6 等腰三角形的判定,559
562,沪教版-初中->七年级下->第十四章 三角形->第3节 等腰三角形->14.7 等边三角形,14.7 等边三角形,559
563,沪教版-初中->七年级下->第十五章 平面直角坐标系,第十五章 平面直角坐标系,531
564,沪教版-初中->七年级下->第十五章 平面直角坐标系->第1节 平面直角坐标系,第1节 平面直角坐标系,563
565,沪教版-初中->七年级下->第十五章 平面直角坐标系->第1节 平面直角坐标系->15.1 平面直角坐标系,15.1 平面直角坐标系,564
566,沪教版-初中->七年级下->第十五章 平面直角坐标系->第2节 直角坐标平面内点的运动,第2节 直角坐标平面内点的运动,563
567,沪教版-初中->七年级下->第十五章 平面直角坐标系->第2节 直角坐标平面内点的运动->15.2 直角坐标平面内点的运动,15.2 直角坐标平面内点的运动,566
568,沪教版-初中->八年级上,八年级上,403
569,沪教版-初中->八年级上->第十六章 二次根式,第十六章 二次根式,568
570,沪教版-初中->八年级上->第十六章 二次根式->第1节 二次根式的概念和性质,第1节 二次根式的概念和性质,569
571,沪教版-初中->八年级上->第十六章 二次根式->第1节 二次根式的概念和性质->16.1 二次根式,16.1 二次根式,570
572,沪教版-初中->八年级上->第十六章 二次根式->第1节 二次根式的概念和性质->16.2 最简二次根式和同类二次根式,16.2 最简二次根式和同类二次根式,570
573,沪教版-初中->八年级上->第十六章 二次根式->第2节 二次根式的运算,第2节 二次根式的运算,569
574,沪教版-初中->八年级上->第十六章 二次根式->第2节 二次根式的运算->16.3 二次根式的运算,16.3 二次根式的运算,573
575,沪教版-初中->八年级上->第十七章 一元二次方程,第十七章 一元二次方程,568
576,沪教版-初中->八年级上->第十七章 一元二次方程->第1节 一元二次方程的概念,第1节 一元二次方程的概念,575
577,沪教版-初中->八年级上->第十七章 一元二次方程->第1节 一元二次方程的概念->17.1 一元二次方程的概念,17.1 一元二次方程的概念,576
578,沪教版-初中->八年级上->第十七章 一元二次方程->第2节 一元二次方程的解法,第2节 一元二次方程的解法,575
579,沪教版-初中->八年级上->第十七章 一元二次方程->第2节 一元二次方程的解法->17.2 一元二次方程的解法,17.2 一元二次方程的解法,578
580,沪教版-初中->八年级上->第十七章 一元二次方程->第2节 一元二次方程的解法->17.3 一元二次方程根的判别式,17.3 一元二次方程根的判别式,578
581,沪教版-初中->八年级上->第十七章 一元二次方程->第3节 一元二次方程的应用,第3节 一元二次方程的应用,575
582,沪教版-初中->八年级上->第十七章 一元二次方程->第3节 一元二次方程的应用->17.4 一元二次方程的应用,17.4 一元二次方程的应用,581
583,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数,第十八章 正比例函数和反比例函数,568
584,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第1节 正比例函数,第1节 正比例函数,583
585,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第1节 正比例函数->18.1 函数的概念,18.1 函数的概念,584
586,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第1节 正比例函数->18.2 正比例函数,18.2 正比例函数,584
587,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第2节 反比例函数,第2节 反比例函数,583
588,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第2节 反比例函数->18.3 反比例函数,18.3 反比例函数,587
589,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第3节 函数的表示法,第3节 函数的表示法,583
590,沪教版-初中->八年级上->第十八章 正比例函数和反比例函数->第3节 函数的表示法->18.4 函数的表示法,18.4 函数的表示法,589
591,沪教版-初中->八年级上->第十九章 几何证明,第十九章 几何证明,568
592,沪教版-初中->八年级上->第十九章 几何证明->第1节 几何证明,第1节 几何证明,591
593,沪教版-初中->八年级上->第十九章 几何证明->第1节 几何证明->19.1 命题和证明,19.1 命题和证明,592
594,沪教版-初中->八年级上->第十九章 几何证明->第1节 几何证明->19.2 证明举例,19.2 证明举例,592
595,沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线,第2节 线段的垂直平分线与角的平分线,591
596,沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.3 逆命题和逆定理,19.3 逆命题和逆定理,595
597,沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.4 线段的垂直平分线,19.4 线段的垂直平分线,595
598,沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.5 角的平分线,19.5 角的平分线,595
599,沪教版-初中->八年级上->第十九章 几何证明->第2节 线段的垂直平分线与角的平分线->19.6 轨迹,19.6 轨迹,595
600,沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形,第3节 直角三角形,591
601,沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.7 直角三角形全等的判定,19.7 直角三角形全等的判定,600
602,沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.8 直角三角形的性质,19.8 直角三角形的性质,600
603,沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.9 勾股定理,19.9 勾股定理,600
604,沪教版-初中->八年级上->第十九章 几何证明->第3节 直角三角形->19.10 两点的距离公式,19.10 两点的距离公式,600
605,沪教版-初中->八年级下,八年级下,403
606,沪教版-初中->八年级下->第二十章 一次函数,第二十章 一次函数,605
607,沪教版-初中->八年级下->第二十章 一次函数->第1节 一次函数的概念,第1节 一次函数的概念,606
608,沪教版-初中->八年级下->第二十章 一次函数->第1节 一次函数的概念->20.1 一次函数的概念,20.1 一次函数的概念,607
609,沪教版-初中->八年级下->第二十章 一次函数->第2节 一次函数的图像与性质,第2节 一次函数的图像与性质,606
610,沪教版-初中->八年级下->第二十章 一次函数->第2节 一次函数的图像与性质->20.2 一次函数的图像,20.2 一次函数的图像,609
611,沪教版-初中->八年级下->第二十章 一次函数->第2节 一次函数的图像与性质->20.3 一次函数的性质,20.3 一次函数的性质,609
612,沪教版-初中->八年级下->第二十章 一次函数->第3节 一次函数的应用,第3节 一次函数的应用,606
613,沪教版-初中->八年级下->第二十章 一次函数->第3节 一次函数的应用->20.4 一次函数的应用,20.4 一次函数的应用,612
614,沪教版-初中->八年级下->第二十一章 代数方程,第二十一章 代数方程,605
615,沪教版-初中->八年级下->第二十一章 代数方程->第1节 整式方程,第1节 整式方程,614
616,沪教版-初中->八年级下->第二十一章 代数方程->第1节 整式方程->21.1 一元整式方程,21.1 一元整式方程,615
617,沪教版-初中->八年级下->第二十一章 代数方程->第1节 整式方程->21.2 二项方程,21.2 二项方程,615
618,沪教版-初中->八年级下->第二十一章 代数方程->第2节 分式方程,第2节 分式方程,614
619,沪教版-初中->八年级下->第二十一章 代数方程->第2节 分式方程->21.3 可化为一元二次方程的分式方程,21.3 可化为一元二次方程的分式方程,618
620,沪教版-初中->八年级下->第二十一章 代数方程->第3节 无理方程,第3节 无理方程,614
621,沪教版-初中->八年级下->第二十一章 代数方程->第3节 无理方程->21.4 无理方程,21.4 无理方程,620
622,沪教版-初中->八年级下->第二十一章 代数方程->第4节 二元二次方程组,第4节 二元二次方程组,614
623,沪教版-初中->八年级下->第二十一章 代数方程->第4节 二元二次方程组->21.5 二元二次方程和方程组,21.5 二元二次方程和方程组,622
624,沪教版-初中->八年级下->第二十一章 代数方程->第4节 二元二次方程组->21.6 二元二次方程组的解法,21.6 二元二次方程组的解法,622
625,沪教版-初中->八年级下->第二十一章 代数方程->第5节 列方程（组）解应用题,第5节 列方程（组）解应用题,614
626,沪教版-初中->八年级下->第二十一章 代数方程->第5节 列方程（组）解应用题->21.7 列方程（组）解应用题,21.7 列方程（组）解应用题,625
627,沪教版-初中->八年级下->第二十二章 四边形,第二十二章 四边形,605
628,沪教版-初中->八年级下->第二十二章 四边形->第1节 多边形,第1节 多边形,627
629,沪教版-初中->八年级下->第二十二章 四边形->第1节 多边形->22.1 多边形,22.1 多边形,628
630,沪教版-初中->八年级下->第二十二章 四边形->第2节 平行四边形,第2节 平行四边形,627
631,沪教版-初中->八年级下->第二十二章 四边形->第2节 平行四边形->22.2 平行四边形,22.2 平行四边形,630
632,沪教版-初中->八年级下->第二十二章 四边形->第2节 平行四边形->22.3 特殊的平行四边形,22.3 特殊的平行四边形,630
633,沪教版-初中->八年级下->第二十二章 四边形->第3节 梯形,第3节 梯形,627
634,沪教版-初中->八年级下->第二十二章 四边形->第3节 梯形->22.4 梯形,22.4 梯形,633
635,沪教版-初中->八年级下->第二十二章 四边形->第3节 梯形->22.5 等腰梯形,22.5 等腰梯形,633
636,沪教版-初中->八年级下->第二十二章 四边形->第3节 梯形->22.6 三角形、梯形的中位线,22.6 三角形、梯形的中位线,633
637,沪教版-初中->八年级下->第二十二章 四边形->第4节 平面向量及其加减运算,第4节 平面向量及其加减运算,627
638,沪教版-初中->八年级下->第二十二章 四边形->第4节 平面向量及其加减运算->22.7 平面向量,22.7 平面向量,637
639,沪教版-初中->八年级下->第二十二章 四边形->第4节 平面向量及其加减运算->22.8 平面向量的加法,22.8 平面向量的加法,637
640,沪教版-初中->八年级下->第二十二章 四边形->第4节 平面向量及其加减运算->22.9 平面向量的减法,22.9 平面向量的减法,637
641,沪教版-初中->八年级下->第二十三章 概率初步,第二十三章 概率初步,605
642,沪教版-初中->八年级下->第二十三章 概率初步->第1节 事件及其发生的可能性,第1节 事件及其发生的可能性,641
643,沪教版-初中->八年级下->第二十三章 概率初步->第1节 事件及其发生的可能性->23.1 确定事件和随机事件,23.1 确定事件和随机事件,642
644,沪教版-初中->八年级下->第二十三章 概率初步->第1节 事件及其发生的可能性->23.2 事件发生的可能性,23.2 事件发生的可能性,642
645,沪教版-初中->八年级下->第二十三章 概率初步->第2节 事件的概率,第2节 事件的概率,641
646,沪教版-初中->八年级下->第二十三章 概率初步->第2节 事件的概率->23.3 事件的概率,23.3 事件的概率,645
647,沪教版-初中->八年级下->第二十三章 概率初步->第2节 事件的概率->23.4 概率计算举例,23.4 概率计算举例,645
648,沪教版-初中->九年级上,九年级上,403
649,沪教版-初中->九年级上->第二十四章 相似三角形,第二十四章 相似三角形,648
650,沪教版-初中->九年级上->第二十四章 相似三角形->第1节 相似形,第1节 相似形,649
651,沪教版-初中->九年级上->第二十四章 相似三角形->第1节 相似形->24.1 放缩与相似形,24.1 放缩与相似形,650
652,沪教版-初中->九年级上->第二十四章 相似三角形->第2节 比例线段,第2节 比例线段,649
653,沪教版-初中->九年级上->第二十四章 相似三角形->第2节 比例线段->24.2 比例线段,24.2 比例线段,652
654,沪教版-初中->九年级上->第二十四章 相似三角形->第2节 比例线段->24.3 三角形一边的平行线,24.3 三角形一边的平行线,652
655,沪教版-初中->九年级上->第二十四章 相似三角形->第3节 相似三角形,第3节 相似三角形,649
656,沪教版-初中->九年级上->第二十四章 相似三角形->第3节 相似三角形->24.4 相似三角形的判定,24.4 相似三角形的判定,655
657,沪教版-初中->九年级上->第二十四章 相似三角形->第3节 相似三角形->24.5 相似三角形的性质,24.5 相似三角形的性质,655
658,沪教版-初中->九年级上->第二十四章 相似三角形->第4节 平面向量的线性运算,第4节 平面向量的线性运算,649
659,沪教版-初中->九年级上->第二十四章 相似三角形->第4节 平面向量的线性运算->24.6 实数与向量相乘,24.6 实数与向量相乘,658
660,沪教版-初中->九年级上->第二十四章 相似三角形->第4节 平面向量的线性运算->24.7 向量的线性运算,24.7 向量的线性运算,658
661,沪教版-初中->九年级上->第二十五章 锐角的三角比,第二十五章 锐角的三角比,648
662,沪教版-初中->九年级上->第二十五章 锐角的三角比->第1节 锐角的三角比,第1节 锐角的三角比,661
663,沪教版-初中->九年级上->第二十五章 锐角的三角比->第1节 锐角的三角比->25.1 锐角的三角比的意义,25.1 锐角的三角比的意义,662
664,沪教版-初中->九年级上->第二十五章 锐角的三角比->第1节 锐角的三角比->25.2 求锐角的三角比的值,25.2 求锐角的三角比的值,662
665,沪教版-初中->九年级上->第二十五章 锐角的三角比->第二节 解直角三角形,第二节 解直角三角形,661
666,沪教版-初中->九年级上->第二十五章 锐角的三角比->第二节 解直角三角形->25.3 解直角三角形,25.3 解直角三角形,665
667,沪教版-初中->九年级上->第二十五章 锐角的三角比->第二节 解直角三角形->25.4 解直角三角形的应用,25.4 解直角三角形的应用,665
668,沪教版-初中->九年级上->第二十六章 二次函数,第二十六章 二次函数,648
669,沪教版-初中->九年级上->第二十六章 二次函数->第1节 二次函数的概念,第1节 二次函数的概念,668
670,沪教版-初中->九年级上->第二十六章 二次函数->第1节 二次函数的概念->26.1 二次函数的概念,26.1 二次函数的概念,669
671,沪教版-初中->九年级上->第二十六章 二次函数->第2节 二次函数的图像,第2节 二次函数的图像,668
672,沪教版-初中->九年级上->第二十六章 二次函数->第2节 二次函数的图像->26.2 特殊二次函数的图像,26.2 特殊二次函数的图像,671
673,沪教版-初中->九年级上->第二十六章 二次函数->第2节 二次函数的图像->26.3 二次函数   的图像,26.3 二次函数   的图像,671
674,沪教版-初中->九年级下,九年级下,403
675,沪教版-初中->九年级下->第二十七章 圆与正多边形,第二十七章 圆与正多边形,674
676,沪教版-初中->九年级下->第二十七章 圆与正多边形->第1节 圆的基本性质,第1节 圆的基本性质,675
677,沪教版-初中->九年级下->第二十七章 圆与正多边形->第1节 圆的基本性质->27.1 圆的确定,27.1 圆的确定,676
678,沪教版-初中->九年级下->第二十七章 圆与正多边形->第1节 圆的基本性质->27.2 圆心角、弧、弦、弦心距之间的关系,27.2 圆心角、弧、弦、弦心距之间的关系,676
679,沪教版-初中->九年级下->第二十七章 圆与正多边形->第1节 圆的基本性质->27.3 垂径定理,27.3 垂径定理,676
680,沪教版-初中->九年级下->第二十七章 圆与正多边形->第2节 直线与圆、圆与圆的位置关系,第2节 直线与圆、圆与圆的位置关系,675
681,沪教版-初中->九年级下->第二十七章 圆与正多边形->第2节 直线与圆、圆与圆的位置关系->27.4 直线与圆的位置关系,27.4 直线与圆的位置关系,680
682,沪教版-初中->九年级下->第二十七章 圆与正多边形->第2节 直线与圆、圆与圆的位置关系->27.5 圆与圆的位置关系,27.5 圆与圆的位置关系,680
683,沪教版-初中->九年级下->第二十七章 圆与正多边形->第3节 正多边形与圆,第3节 正多边形与圆,675
684,沪教版-初中->九年级下->第二十七章 圆与正多边形->第3节 正多边形与圆->27.6 正多边形与圆,27.6 正多边形与圆,683
685,沪教版-初中->九年级下->第二十八章 统计初步,第二十八章 统计初步,674
686,沪教版-初中->九年级下->第二十八章 统计初步->第1节 统计的意义,第1节 统计的意义,685
687,沪教版-初中->九年级下->第二十八章 统计初步->第1节 统计的意义->28.1 数据整理与表示,28.1 数据整理与表示,686
688,沪教版-初中->九年级下->第二十八章 统计初步->第1节 统计的意义->28.2 统计的意义,28.2 统计的意义,686
689,沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量,第2节 基本的统计量,685
690,沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.3 表示一组数据平均水平的量,28.3 表示一组数据平均水平的量,689
691,沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.4 表示一组数据波动程度的量,28.4 表示一组数据波动程度的量,689
692,沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.5 表示一组数据分布的量,28.5 表示一组数据分布的量,689
693,沪教版-初中->九年级下->第二十八章 统计初步->第2节 基本的统计量->28.6 统计实习,28.6 统计实习,689
694,沪教版-初中->九年级拓展,九年级拓展,403
695,沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数,第一章 一元二次方程与二次函数,694
696,沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第1节 一元二次方程的根与系数的关系,第1节 一元二次方程的根与系数的关系,695
697,沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第1节 一元二次方程的根与系数的关系->1.1 一元二次方程的根与系数的关系,1.1 一元二次方程的根与系数的关系,696
698,沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第2节 二次函数的解析式,第2节 二次函数的解析式,695
699,沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第2节 二次函数的解析式->1.2 二次函数与一元二次方程,1.2 二次函数与一元二次方程,698
700,沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第2节 二次函数的解析式->1.3 二次函数的解析式的确定,1.3 二次函数的解析式的确定,698
701,沪教版-初中->九年级拓展->第一章 一元二次方程与二次函数->第2节 二次函数的解析式->公路隧道的可行性分析,公路隧道的可行性分析,698
702,沪教版-初中->九年级拓展->第二章 直线和圆,第二章 直线和圆,694
703,沪教版-初中->九年级拓展->第二章 直线和圆->第2节 圆的切线,第2节 圆的切线,702
704,沪教版-初中->九年级拓展->第二章 直线和圆->第2节 圆的切线->2.1 圆的切线,2.1 圆的切线,703
705,沪教版-初中->九年级拓展->第二章 直线和圆->第2节 与圆有关的角及比例线段,第2节 与圆有关的角及比例线段,702
706,沪教版-初中->九年级拓展->第二章 直线和圆->第2节 与圆有关的角及比例线段->2.2 与圆有关的角,2.2 与圆有关的角,705
707,沪教版-初中->九年级拓展->第二章 直线和圆->第2节 与圆有关的角及比例线段->2.3 与圆有关的比例线段,2.3 与圆有关的比例线段,705
708,沪教版-初中->九年级拓展->第二章 直线和圆->第3节 圆内接四边形,第3节 圆内接四边形,702
709,沪教版-初中->九年级拓展->第二章 直线和圆->第3节 圆内接四边形->2.4 圆内接四边形,2.4 圆内接四边形,708
